id,lang,word_id,position,tl,example_ru,example_tl,info
390542,en,19271,1,proof-reader,,,
390544,en,19272,1,"not talkative, taciturn, reticent",,,
390546,en,19273,1,"isolated, insulated, separate, solitary",,,
390547,en,19274,1,"salutatory, welcoming",,,
390549,en,19275,1,rotor,,,
390551,en,19276,1,"be hasty, get heated, get worked up",,,
390552,en,19277,1,"steal, creep, slip",,,
390553,en,19279,1,gastritis,,,
390555,en,19280,1,"sculptural, statuesque",,,
390556,en,19281,1,"quack, grunt, hem",,,
390558,en,19283,1,"stern, after, fodder, forage",,,
390560,en,19284,1,"incomparably, matchlessly, peerlessly, far, by far",,,
390561,en,19285,1,"in demand, popular, in everyday use",,,
390563,en,19289,1,"fall off, peel off, lean back",,,
390565,en,19290,1,concentrated,,,
390567,en,19292,1,"sink, be submerged",,,
390571,en,19294,1,rivalry,,,
390573,en,19295,1,"revenge, return match",,,
390575,en,19296,1,"belch, eructation, survival, throw-back",,,
390577,en,19297,1,"satiety, satiation, repletion",,,
390579,en,19298,1,visible,,,
390583,en,19304,1,"clever, bright",,,
390585,en,19305,1,Adjective of хутор,,,
390586,en,19307,1,"comparison, confrontation",,,
390590,en,19309,1,Adjective of петух,,,
390592,en,19310,1,quartermaster,,,
390596,en,19312,1,"slam, shut in",,,
390598,en,19313,1,"factory-hand, artisan, workman",,,
390599,en,19314,1,"smoke, cure by smoking, blacken",,,
390601,en,19315,1,"come to an understanding, get on",,,
390604,en,19318,1,microscopic,,,
390606,en,19319,1,"class-mate, form-mate",,,
390608,en,19321,1,"building block, brick",,,
390610,en,19322,1,"comprehend, make out",,,
390611,en,19323,1,torture-chamber,,,
390613,en,19325,1,Adjective of морж,,,
390614,en,19326,1,"aiming, sighting, aimed, sight, backsight",,,
390615,en,19327,1,"complacent, placid, equable, good-humoured, kindly",,,
390617,en,19328,1,"unsurpassed, peerless, second to none, matchless",,,
390619,en,19329,1,"reformer, reorganizer, transformer, converter",,,
390622,en,19330,1,"spread, lay",,,
390624,en,19331,1,prank,,,
390626,en,19332,1,Canadian,,,
390628,en,19333,1,"comb, card, scratch raw",,,
390630,en,19334,1,"drill, perforator, auger",,,
390632,en,19335,1,"be inactive, do nothing, be idle, not work",,,
390634,en,19336,1,"force out, eject, oust, exclude, supplant, dislodge, displace",,,
390636,en,19338,1,perineum,,,
390638,en,19340,1,farmer,,,
390640,en,19341,1,"anger, incense",,,
390641,en,19342,1,"portmanteau, trunk",,,
390645,en,19344,1,"aslant, tilted",,,
390646,en,19345,1,swell,,,
390653,en,19347,1,"unwind, uncoil, unreel",,,
390654,en,19348,1,"trace, inscribe",,,
390655,en,19349,1,"witness, eye-witness",,,
390657,en,19350,1,"tame, domesticate",,,
390659,en,19351,1,intravenous,,,
390661,en,19352,1,"weaken, become weaker, slacken, relax, ease, abate, subside, loosen, become looser",,,
390663,en,19353,1,"mimicking, imitation",,,
390665,en,19354,1,complicate,,,
390667,en,19355,1,tree-felling,,,
390669,en,19356,1,"dissonant, discordant, out of tune, disorderly",,,
390671,en,19357,1,"recite, declaim",,,
390672,en,19358,1,openness,,,
390674,en,19359,1,"loud, flashy, blatant",,,
390675,en,19360,1,"zolotnik, valve, slide, D-valve",,,
390677,en,19361,1,whipping top,,,
390684,en,19367,1,be in the lead,,,
390687,en,19369,1,stone quarry,,,
390689,en,19370,1,registration,,,
390690,en,19371,1,accompaniment,,,
390694,en,19373,1,"in jest, for fun, jokingly, facetiously, easily",,,
390696,en,19375,1,"Apocalypse, the Revelation",,,
390699,en,19376,1,"keep an eye, follow, keep track",,,
390701,en,19377,1,Adjective of ёлка,,,
390702,en,19378,1,banknote,,,
390704,en,19379,1,unwritten,,,
390705,en,19380,1,"slave, bondmaid, bondwoman",,,
390707,en,19381,1,diesel,,,
390708,en,19382,1,snatch,,,
390709,en,19383,1,"dip, submerge, duck, immerse, plunge",,,
390712,en,19384,1,pants,,,
390713,en,19385,1,strictly,,,
390714,en,19386,1,maxim,,,
390717,en,19388,1,pique,,,
390720,en,19389,1,"shoot, sprout, appendix, branch piece",,,
390722,en,19390,1,"loud, stentorian",,,
390724,en,19391,1,Reformation,,,
390725,en,19392,1,unlucky,,,
390726,en,19393,1,bent,,,
390727,en,19394,1,"darken, cloud, overshadow",,,
390730,en,19396,1,mooing,,,
390732,en,19397,1,seiner,,,
390734,en,19398,1,suck,,,
390735,en,19399,1,"obstinate, obdurate, refractory",,,
390737,en,19400,1,centrifugal,,,
390739,en,19401,1,breathe out,,,
390740,en,19402,1,essay,,,
390742,en,19403,1,educational,,,
390746,en,19406,1,lout,,,
390748,en,19407,1,spit,,,
390749,en,19408,1,fatigue,,,
390751,en,19409,1,harness,,,
390753,en,19410,1,"sandy, short",,,
390755,en,19411,1,Bulgarian,,,
390757,en,19412,1,"probationer, student, engaged in practical work",,,
390761,en,19415,1,"racoon, coon",,,
390765,en,19417,1,begin to jabber,,,
390766,en,19418,1,"perfect, improve",,,
390768,en,19419,1,bronchial,,,
390769,en,19420,1,"dumb, silent, meek, humble, lowly",,,
390770,en,19421,1,"lamentable, deplorable, sad",,,
390774,en,19424,1,humane,,,
390776,en,19425,1,"ingeniously, subtly",,,
390777,en,19426,1,Adjective of балкон,,,
390780,en,19429,1,"pretend, feign",,,
390781,en,19430,1,"irritable, short of temper, short-tempered, petulant",,,
390785,en,19433,1,"tiny, wee",,,
390787,en,19435,1,desolation,,,
390789,en,19436,1,"stuck, thrust, plunge",,,
390790,en,19437,1,"grinding, massage",,,
390792,en,19438,1,"bait, ledger-bait, fly",,,
390794,en,19439,1,skier,,,
390796,en,19440,1,piece of ironmongery,,,
390798,en,19441,1,"fearlessness, intrepidity",,,
390800,en,19442,1,"threaten, raise, have big ideas",,,
390802,en,19443,1,Adjective of читатель,,,
390804,en,19445,1,insect,,,
390806,en,19446,1,"unprotected, exposed",,,
390808,en,19447,1,oligarch,,,
390810,en,19448,1,dotted line,,,
390812,en,19449,1,"out of control, uncontrollable, uncontrolled",,,
390813,en,19450,1,"exhaust, fag",,,
390814,en,19452,1,"mad, crazy, insane, madman, madwoman, the mad",,,
390816,en,19453,1,"press, shut",,,
390817,en,19454,1,be thrilled,,,
390819,en,19456,1,"conservative, Tory",,,
390821,en,19457,1,reef,,,
390824,en,19458,1,"contradict, thwart",,,
390828,en,19462,1,small and secluded monastery,,,
390829,en,19463,1,litre,,,
390831,en,19464,1,"uniform, circus staff",,,
390834,en,19467,1,local trade union committee,,,
390836,en,19468,1,under,,,
390837,en,19469,1,"rebel, insurgent, insurrectionist",,,
390839,en,19470,1,steal,,,
390841,en,19471,1,caterpillar,,,
390842,en,19472,1,"plan, scheme, conceive, intend, contemplate",,,
390844,en,19473,1,visual,,,
390845,en,19474,1,incandesce,,,
390847,en,19475,1,"practise, be a probationer, practise medicine, practise law",,,
390851,en,19477,1,"clue, peg, hook, pretext, hitch, snag",,,
390854,en,19479,1,"supportable, tolerable, fairly good",,,
390856,en,19481,1,"send whirling, make dizzy",,,
390859,en,19484,1,chief of city police,,,
390863,en,19486,1,"request, require, ask, send an order, write",,,
390867,en,19488,1,"stir up, make dull",,,
390868,en,19489,1,"Two events at same time, double booking, hair-piece, false hair, slip, blunder",,,
390870,en,19490,1,"unanimously, by common consent, as one man",,,
390871,en,19491,1,"thirty-hundred-weight lorry, one-and-a-half-ton truck",,,
390873,en,19495,1,fig,,,
390875,en,19496,1,"cowberries, red whortleberries, mountain cranberries, cowberry, red whortleberry, mountain cranberry",,,
390877,en,19498,1,"squeal, give a squeal",,,
390878,en,19499,1,"crop, craw, goitre, wen",,,
390880,en,19500,1,"prompt, hasty, hurried, rash, thoughtless",,,
390882,en,19501,1,"mutually, reciprocally",,,
390883,en,19502,1,"washer, puck",,,
390885,en,19503,1,lies,,,
390888,en,19505,1,"get a place, be settled, be fixed up, join up, form up, join, take up, formation",,,
390889,en,19506,1,"legalize, legitimate, legitimatize",,,
390891,en,19507,1,"inveterate, chronic",,,
390892,en,19508,1,"get better, recover, convalesce, be convalescent",,,
390894,en,19509,1,"order, direct, prescribe",,,
390896,en,19510,1,"eight, the eight",,,
390898,en,19512,1,"eat away, corrode",,,
390899,en,19513,1,psychotherapy,,,
390901,en,19514,1,"hypnotize, mesmerize",,,
390902,en,19515,1,"precept, lesson, lecture, sermon, homily",,,
390904,en,19517,1,"kingly, regal",,,
390906,en,19519,1,"jump, leap",,,
390907,en,19520,1,recline,,,
390912,en,19525,1,"idle, loaf",,,
390913,en,19526,1,"dignitary, high official, grandee",,,
390916,en,19527,1,"exhibit, show off",,,
390917,en,19528,1,Adjective of контакт,,,
390918,en,19529,1,spit with disgust,,,
390919,en,19530,1,"lobule, clove",,,
390923,en,19531,1,"it is safe, safely",,,
390924,en,19532,1,detection,,,
390926,en,19533,1,"infirm, sick, feeble, sickly",,,
390929,en,19535,1,"get rich, make a pile, come, get hold",,,
390933,en,19539,1,adherence to principle,,,
390935,en,19540,1,small,,,
390936,en,19541,1,sovereign,,,
390938,en,19544,1,"twenty-four-hour, round-the-clock",,,
390939,en,19545,1,"Adjective of сюжет, with a plot",,,
390940,en,19546,1,"get dry, dry off, dry out a little",,,
390942,en,19548,1,"shake out, drop, let fall",,,
390943,en,19549,1,"lack of food, starvation",,,
390945,en,19550,1,comparative,,,
390947,en,19551,1,"sit out, sit snug, sit on the fence",,,
390948,en,19552,1,"tumble, barge, burst",,,
390950,en,19553,1,mumps,,,
390956,en,19556,1,"pink-cheeked, rosy-cheeked",,,
390957,en,19557,1,"fallen trees, twigs and branches",,,
390960,en,19559,1,"rind, peel, skin",,,
390963,en,19561,1,"swell, cut-throats",,,
390966,en,19563,1,fauna,,,
390970,en,19565,1,"service, set",,,
390972,en,19566,1,hysterical,,,
390973,en,19567,1,"Vietnamese, the Vietnamese",,,
390975,en,19568,1,"of seventeen years, seventeen-year, of seventeen, seventeen, seventeen-year-old boy",,,
390977,en,19570,1,"well-founded, grounded, valid, sound",,,
390979,en,19571,1,"fill, let loose, set",,,
390982,en,19573,1,"get ready, place oneself in readiness",,,
390983,en,19574,1,Adjective of оккупация,,,
390986,en,19576,1,videotape recorder,,,
390989,en,19578,1,"predominance, prevalence",,,
390991,en,19580,1,"sing, glorify, celebrate",,,
390993,en,19581,1,"borrow, be in debt, run into debt, owe",,,
390995,en,19582,1,Adjective of лодка,,,
390996,en,19583,1,non-aggression,,,
390998,en,19584,1,Adjective of парча,,,
390999,en,19585,1,"sale, clearance sale",,,
391001,en,19586,1,"whetstone, grindstone",,,
391004,en,19587,1,dividend,,,
391006,en,19589,1,"apathetic, indifferent",,,
391008,en,19590,1,"upholstering, upholstery",,,
391010,en,19591,1,"reject as defective, reject",,,
391011,en,19592,1,goalkeeper,,,
391013,en,19593,1,analytic geometry,,,
391014,en,19594,1,bud,,,
391016,en,19595,1,"carelessness, imprudence",,,
391018,en,19596,1,stitch,,,
391020,en,19597,1,"gathering, crowd",,,
391030,en,19606,1,"freckled, pock-marked",,,
391031,en,19608,1,"cut in, cut",,,
391032,en,19609,1,"raise, elevate, ennoble",,,
391034,en,19610,1,"fertile, fecund",,,
391036,en,19611,1,"error, disrepair, faultiness, carelessness",,,
391038,en,19612,1,big-nosed,,,
391039,en,19614,1,"grateful, thankful",,,
391041,en,19615,1,suppression,,,
391043,en,19616,1,Adjective of булыжник,,,
391044,en,19617,1,"cover, cloud, screen, hide from view",,,
391045,en,19619,1,"slot, groove",,,
391046,en,19620,1,"damask steel, sword",,,
391048,en,19621,1,mourning,,,
391050,en,19622,1,review,,,
391051,en,19623,1,Englishwoman,,,
391053,en,19624,1,liana,,,
391055,en,19625,1,Finn,,,
391057,en,19626,1,"separate, get detached, come off",,,
391058,en,19627,1,"languish, grow languid",,,
391059,en,19628,1,get intoxicated,,,
391061,en,19629,1,acrobat,,,
391063,en,19630,1,Shanghai,,,
391065,en,19631,1,"liveliness, vivacity, animation, sprightliness, verve",,,
391067,en,19632,1,"classmate, peer",,,
391069,en,19633,1,strike strike a blow,,,
391070,en,19634,1,"treat oneself, regale",,,
391071,en,19635,1,"coat, oil, miss, fail to hit",,,
391072,en,19636,1,normative,,,
391073,en,19637,1,"have a nap, doze",,,
391075,en,19638,1,haemoglobin,,,
391077,en,19640,1,"quick-witted, keen-witted, quick of apprehension, on the uptake, shrewd, penetrating",,,
391079,en,19641,1,"dash, run, form",,,
391081,en,19644,1,wind-fallen trees,,,
391083,en,19646,1,phlegmatic,,,
391086,en,19648,1,"glide down, slip",,,
391087,en,19649,1,"enrich, concentrate",,,
391089,en,19650,1,"wail, sing loudly, cry",,,
391090,en,19651,1,Adjective of библиотека,,,
391093,en,19653,1,"simple, unpretentious",,,
391094,en,19654,1,clip on the back of the head,,,
391096,en,19656,1,"melancholy, melancholic",,,
391099,en,19658,1,"warm, give shelter, treat kindly",,,
391100,en,19659,1,persecution,,,
391102,en,19660,1,"quarrel, abuse one another, abuse each other, swear",,,
391103,en,19661,1,"hominy, polenta",,,
391105,en,19662,1,"extortion, blackmail",,,
391107,en,19663,1,"languish, cementation",,,
391112,en,19664,1,"regeneration, degeneration",,,
391114,en,19665,1,"Venetian blind, jalousie",,,
391116,en,19666,1,underpants,,,
391117,en,19668,1,liar,,,
391119,en,19669,1,"no wonder, small wonder",,,
391121,en,19670,1,"sulk, be sulky, be in the sulks, pout, play with abandon",,,
391126,en,19674,1,insure,,,
391127,en,19676,1,"artificial, simulated, feigned, affected",,,
391128,en,19677,1,"slag, dross",,,
391130,en,19678,1,"navigation, pilotage proper",,,
391132,en,19679,1,"double-barrel, double-barrelled gun",,,
391137,en,19681,1,"hinder, hamper, embarrass",,,
391138,en,19682,1,"non-fulfilment, failure to execute, to carry out, to comply with",,,
391140,en,19685,1,boundary path,,,
391142,en,19688,1,vaseline,,,
391144,en,19689,1,"echo, repercussion",,,
391146,en,19690,1,"illiterate, ignorant",,,
391148,en,19691,1,mink,,,
391151,en,19692,1,accordion,,,
391153,en,19694,1,heating,,,
391156,en,19697,1,"get dry, dry",,,
391159,en,19699,1,"urinate, water",,,
391160,en,19700,1,it is a sin,,,
391161,en,19701,1,circulate,,,
391163,en,19702,1,"past, last",,,
391166,en,19704,1,"manufactory, textile mill, textiles, drapery, dress materials",,,
391167,en,19705,1,begin to snore,,,
391168,en,19706,1,cough,,,
391169,en,19707,1,"bound, rush",,,
391172,en,19708,1,"tease, bully",,,
391178,en,19712,1,stunning,,,
391180,en,19713,1,"fill with smoke or fumes, distil",,,
391182,en,19715,1,"oblong, elongated",,,
391186,en,19718,1,inseparable,,,
391188,en,19719,1,entry,,,
391190,en,19720,1,to the bottom,,,
391191,en,19721,1,"talkative, loquacious, garrulous",,,
391196,en,19726,1,"shine brightly, be radiant",,,
391197,en,19727,1,luxuriate,,,
391198,en,19728,1,"punish, chastise, inflict penalty",,,
391199,en,19729,1,admirer,,,
391201,en,19730,1,"burn out, fuse, burn through, rot through",,,
391203,en,19731,1,dancer,,,
391205,en,19732,1,"intelligible, perspicuous, persuasive, instructive",,,
391207,en,19734,1,Lithuanian,,,
391209,en,19735,1,worn next to the skin,,,
391210,en,19737,1,Adjective of брюки,,,
391211,en,19738,1,begin to fidget,,,
391215,en,19742,1,gangsterism,,,
391217,en,19743,1,"cost, cost price",,,
391219,en,19744,1,"wide-brimmed, full-skirted",,,
391220,en,19745,1,"life-giving, vivifying, crisp, bracing, animating",,,
391222,en,19747,1,"smoke, emit fumes",,,
391223,en,19749,1,"extraordinary, special, out of turn, out of order",,,
391224,en,19750,1,plastic,,,
391225,en,19751,1,"show mercy, pardon, grant pardon, caress, fondle",,,
391226,en,19752,1,Little sister,,,
391228,en,19753,1,air terminal,,,
391230,en,19754,1,"spread, resound",,,
391232,en,19755,1,"member of an underground organization, one working illegally",,,
391234,en,19756,1,Adjective of марля,,,
391238,en,19760,1,sabotage,,,
391240,en,19761,1,"wash-hand-stand, wash-stand",,,
391245,en,19766,1,take a hair of the dog that bit you,,,
391246,en,19768,1,"calculate, compute",,,
391248,en,19769,1,"crush, trample down, tread down, flatten, make flat",,,
391249,en,19770,1,"insure, stand by",,,
391251,en,19771,1,register,,,
391253,en,19772,1,"illusive, illusory",,,
391255,en,19775,1,"bridle, fraenum",,,
391257,en,19776,1,"doze, light slumber, somnolence",,,
391259,en,19777,1,"sweet, bon-bon, sweetmeats, candy",,,
391260,en,19778,1,"apathetically, with indifference",,,
391261,en,19779,1,"without luggage, lightly clad",,,
391263,en,19780,1,"merciless, unmerciful",,,
391264,en,19781,1,"defecate, foul, make mischief, play dirty tricks",,,
391268,en,19784,1,tomato,,,
391270,en,19785,1,"boggy, marshy, swampy",,,
391275,en,19788,1,Brazilian,,,
391281,en,19790,1,"safeguarding, protection, screen",,,
391283,en,19791,1,"lament, complain",,,
391285,en,19793,1,"embitter, rouse the spite",,,
391286,en,19794,1,serous,,,
391287,en,19795,1,trolleybus,,,
391289,en,19796,1,bamboo,,,
391291,en,19797,1,vaccine,,,
391294,en,19799,1,"antiquated, old-world",,,
391295,en,19800,1,"puff-ball, raincoat",,,
391296,en,19801,1,Adjective of бульвар,,,
391299,en,19804,1,"repeated, reiterated, reiterative, multiple, frequentative",,,
391301,en,19805,1,Milan,,,
391303,en,19806,1,patriarchal,,,
391305,en,19807,1,"serviceman, soldier",,,
391307,en,19809,1,bind round with metal,,,
391308,en,19810,1,diuretic,,,
391310,en,19811,1,"swastika, fylfot",,,
391314,en,19813,1,"wrong, blameworthy, blamable, reprehensible",,,
391316,en,19815,1,"be imbued, be filled",,,
391317,en,19817,1,distilled,,,
391319,en,19818,1,consistence,,,
391324,en,19823,1,"loud, in a loud voice, openly, publicly",,,
391326,en,19825,1,"heap, pile up",,,
391327,en,19826,1,"slip, steal",,,
391328,en,19827,1,broadcasting,,,
391330,en,19829,1,come true,,,
391332,en,19830,1,tub,,,
391334,en,19831,1,inch,,,
391341,en,19835,1,"bite, sting",,,
391343,en,19836,1,"grayling, umber",,,
391344,en,19837,1,unexpectedly,,,
391345,en,19838,1,frenzy,,,
391347,en,19839,1,"philanderer, womanizer",,,
391349,en,19840,1,lag,,,
391351,en,19841,1,"immoderate, excessive, intemperate, given to excess",,,
391353,en,19842,1,lasso,,,
391355,en,19843,1,human rights activist,,,
391357,en,19844,1,report,,,
391359,en,19845,1,"jam, give one no chance, soil, make dirty",,,
391361,en,19847,1,"creep up, crawl up",,,
391362,en,19848,1,hide,,,
391363,en,19849,1,"hippodrome, racecourse",,,
391365,en,19850,1,whistle,,,
391367,en,19851,1,"consolidation, concentration, compression, infiltration, hardening",,,
391370,en,19852,1,"oil-cloth, oilskin",,,
391372,en,19855,1,competitor,,,
391374,en,19856,1,self-propelled,,,
391376,en,19857,1,"destruction, ravage, ruin",,,
391378,en,19858,1,puff away,,,
391382,en,19861,1,"grey-headed, grey-haired",,,
391383,en,19862,1,"plateau, tableland",,,
391387,en,19864,1,"ruin, spoil, distort, mangle",,,
391388,en,19865,1,"dissatisfaction, discontent",,,
391394,en,19869,1,"anxiety, uneasiness",,,
391395,en,19872,1,"take a mouthful, take a sip",,,
391396,en,19873,1,"gratifying, pleasant, comforting",,,
391398,en,19874,1,"principality, princedom",,,
391400,en,19875,1,"defame, cover with shame, smear, discredit, derogate",,,
391402,en,19877,1,"painful, oppressive",,,
391405,en,19879,1,"pathogenic, pathogenous",,,
391409,en,19882,1,precedent,,,
391412,en,19885,1,smooth out,,,
391416,en,19887,1,"blow through, scavenge",,,
391418,en,19888,1,"lassitude, languor",,,
391420,en,19889,1,"unattractive, unsightly, ungainly, miserable",,,
391423,en,19891,1,jacket,,,
391425,en,19892,1,"movable, mobile, itinerant",,,
391426,en,19894,1,"fling, plunge",,,
391428,en,19896,1,"creation, making",,,
391430,en,19897,1,"fumes, smoke, intoxication",,,
391432,en,19902,1,"numeral, numerical",,,
391433,en,19903,1,"toy-ship, nautilus, argonaut",,,
391438,en,19905,1,"bore, annoy, please",,,
391439,en,19907,1,see enough,,,
391440,en,19908,1,"sprat, spiced sprats",,,
391442,en,19909,1,Cuban,,,
391443,en,19910,1,starch,,,
391444,en,19912,1,"fit, adapt, adjust",,,
391445,en,19913,1,"warning, caution",,,
391447,en,19914,1,stripe,,,
391449,en,19915,1,"deliberate, intentional",,,
391451,en,19917,1,"pennant, unit, dropped message bag",,,
391456,en,19920,1,felt,,,
391457,en,19921,1,"elastic, springy",,,
391458,en,19922,1,bran,,,
391461,en,19924,1,accumulate,,,
391465,en,19927,1,"tremendous, huge",,,
391466,en,19928,1,"drag, carry",,,
391467,en,19929,1,suggestibility,,,
391469,en,19930,1,bard,,,
391471,en,19931,1,"abstain, refrain, decline, forbear",,,
391473,en,19932,1,"dissuade, talk",,,
391476,en,19934,1,"ridicule, make fun, deride, scoff",,,
391482,en,19936,1,stage,,,
391483,en,19937,1,blued,,,
391484,en,19938,1,"stamp, brand, stigmatize",,,
391485,en,19940,1,praise to the skies,,,
391487,en,19941,1,aqueduct,,,
391489,en,19942,1,tavern,,,
391491,en,19943,1,"thicken, condense",,,
391493,en,19944,1,oval,,,
391496,en,19946,1,"ear, cop",,,
391498,en,19947,1,"bemoan, bewail",,,
391503,en,19951,1,"comb, rack",,,
391505,en,19952,1,"wake up, awake, waken, rouse",,,
391506,en,19953,1,bag,,,
391508,en,19954,1,"swelling, intumescence",,,
391510,en,19955,1,marker pen,,,
391511,en,19955,2,felt-tip marker,,,
391512,en,19955,3,felt-tip pen,,,
391514,en,19956,1,"defect, fault",,,
391515,en,19956,2,"disagreement, quarrel",,,
391518,en,19958,1,"tow, oakum",,,
391520,en,19959,1,"hang down, droop",,,
391521,en,19960,1,abide,,,
391523,en,19961,1,summer lightning,,,
391525,en,19962,1,"a lot, a mass, masses, glutton",,,
391526,en,19964,1,"push, elbow, shove",,,
391529,en,19966,1,"lyric poetry, lyricism, lyrics",,,
391531,en,19967,1,nitrogen,,,
391534,en,19969,1,somatic,,,
391535,en,19970,1,Adjective of верблюд,,,
391537,en,19971,1,"mock, jeer, gibe, deride",,,
391539,en,19972,1,"shy, diffident, inconvenient, embarrassing",,,
391543,en,19975,1,"spontaneity, ingenuousness, frankness",,,
391545,en,19976,1,"stir up, turn up",,,
391547,en,19978,1,"origin, source",,,
391549,en,19979,1,"strange, foreign",,,
391555,en,19983,1,"affected, put on, assumed, simulated, feigned",,,
391556,en,19984,1,"pucker, wrinkle, contract, crease",,,
391557,en,19985,1,"deep, heavy, habitual, unrestrained",,,
391558,en,19986,1,change,,,
391562,en,19988,1,bridge,,,
391566,en,19990,1,"barque, bark",,,
391568,en,19991,1,least,,,
391570,en,19992,1,tapestry,,,
391572,en,19993,1,apathy,,,
391574,en,19994,1,astrologer,,,
391576,en,19995,1,archbishop,,,
391578,en,19996,1,date,,,
391580,en,19997,1,"zoological, brutish, bestial",,,
391582,en,19998,1,"stop up, cork up, shut up",,,
391584,en,19999,1,"quick-tempered, vehement",,,
391590,en,20002,1,"enjoy oneself, make merry",,,
391593,en,20004,1,"motorway, motor highway, trunk-road, superhighway",,,
391595,en,20006,1,"riff-raff, rubbish",,,
391597,en,20008,1,"meet, assemble, come together, gather",,,
391598,en,20009,1,sanitary,,,
391599,en,20011,1,"correct, proof-read",,,
391600,en,20013,1,"charred log, smut, brand",,,
391602,en,20014,1,foreign,,,
391603,en,20015,1,"petrol pump, filling station, petrol station, gas station",,,
391605,en,20016,1,"intrigues, machinations, crafty designs",,,
391607,en,20017,1,"tactless, clumsy, improper",,,
391609,en,20018,1,"originality, peculiarity",,,
391611,en,20019,1,embroidery,,,
391613,en,20020,1,"entreat, beg, beseech, prevail",,,
391615,en,20021,1,immovable,,,
391616,en,20022,1,"bend, warp",,,
391617,en,20023,1,echo,,,
391619,en,20025,1,"hang oneself, weigh oneself",,,
391620,en,20026,1,incognito,,,
391621,en,20027,1,"interlocutress, interlocutrix",,,
391623,en,20028,1,"bespatter, pelt, shower, fill, fill up, cover, mislay, neglect, abandon, give up, supply",,,
391624,en,20029,1,pleura,,,
391626,en,20030,1,"interlace, interweave",,,
391627,en,20031,1,shrilly,,,
391628,en,20032,1,"drag over, carry over, drag, lug, carry",,,
391630,en,20033,1,"swell, become swollen",,,
391631,en,20034,1,Babylonian,,,
391632,en,20035,1,"comb out thoroughly, comb",,,
391633,en,20036,1,switch,,,
391634,en,20037,1,"contrivance, shift, device",,,
391636,en,20039,1,relativity,,,
391639,en,20041,1,"rags, old clothes",,,
391641,en,20042,1,"stretch oneself out, sprawl",,,
391643,en,20044,1,"shame, put to shame",,,
391644,en,20045,1,"count, spend accounts the whole evening, he spent, sat up, the whole evening counting",,,
391646,en,20047,1,"heroism, act of heroism",,,
391648,en,20048,1,"filling, stuffing",,,
391650,en,20050,1,"housekeeper, steward, economist",,,
391652,en,20051,1,"anthology, literary miscellany, almanac",,,
391654,en,20052,1,"mishap, misadventure",,,
391656,en,20053,1,self-defence,,,
391658,en,20054,1,"of diminished responsibility, beside oneself, crazy",,,
391660,en,20055,1,"driving, navigation, steering, flying, piloting",,,
391662,en,20056,1,"barbarism, barbarity, vandalism",,,
391664,en,20057,1,"simulator, malingerer",,,
391668,en,20060,1,"fixing, framing, mounting, insertion, inset, front, dicky",,,
391672,en,20063,1,"have a dance, dance",,,
391674,en,20064,1,"disrespect, lack of respect",,,
391678,en,20067,1,"make a hole, hole, pierce",,,
391679,en,20068,1,"clientele, customers",,,
391681,en,20069,1,woman-doctor,,,
391683,en,20070,1,manuscript,,,
391685,en,20072,1,"remove, eliminate",,,
391687,en,20073,1,"manufacturer, factory owner",,,
391688,en,20074,1,odds,,,
391690,en,20076,1,"alien, from another planet",,,
391691,en,20077,1,unrecognizability,,,
391694,en,20079,1,"raise from the dead, revive, resuscitate, reanimate, recall",,,
391695,en,20083,1,become covered with hoar-frost,,,
391696,en,20085,1,"tasteless, vulgar, insipid",,,
391698,en,20086,1,"unload, discharge, relieve",,,
391700,en,20087,1,Adjective of атлас,,,
391702,en,20088,1,"agaric, field mushroom",,,
391706,en,20090,1,"soil all over, make dirty all over",,,
391709,en,20092,1,"young-looking, young for his age",,,
391711,en,20093,1,cling,,,
391712,en,20094,1,"sloping, slanting",,,
391714,en,20095,1,"build, erect",,,
391717,en,20098,1,"trolley, hand car, section car",,,
391719,en,20099,1,"furuncle, boil",,,
391721,en,20100,1,hammock,,,
391723,en,20101,1,tie up,,,
391725,en,20102,1,"bridle, curb",,,
391727,en,20103,1,drag-net,,,
391729,en,20104,1,vampire,,,
391731,en,20105,1,slave-holding,,,
391733,en,20106,1,fallen,,,
391734,en,20107,1,"vocal, speech",,,
391735,en,20108,1,"drinking-bout, carouse",,,
391737,en,20109,1,"perishable, transitory, fleeting, frail",,,
391739,en,20111,1,"elastic, flexible",,,
391741,en,20112,1,"endurance, stamina, hardiness, staying power, fortitude",,,
391743,en,20113,1,"man of courage, brave spirit",,,
391746,en,20116,1,sonnet,,,
391748,en,20117,1,"rut, pot-hole",,,
391750,en,20118,1,scout,,,
391751,en,20119,1,periscope,,,
391753,en,20120,1,"in turn, by turns, alternately",,,
391755,en,20121,1,"twaddler, prattler",,,
391757,en,20122,1,"pierce, go into",,,
391758,en,20123,1,"fracture, break",,,
391760,en,20124,1,dessert,,,
391762,en,20125,1,fall heavily,,,
391763,en,20126,1,"scold, reprove, rebuke, abuse, curse, rail, call names",,,
391764,en,20127,1,dominating,,,
391765,en,20128,1,zavalinka,,,
391768,en,20130,1,prodigious,,,
391770,en,20131,1,"shower, fill, fill up, cover",,,
391771,en,20133,1,stealthily,,,
391772,en,20134,1,"smuggler, contrabandist",,,
391774,en,20135,1,overfall,,,
391776,en,20136,1,"bend, crook, curve, fold, bow",,,
391777,en,20137,1,"client, customer",,,
391779,en,20138,1,"monster, cruel person",,,
391782,en,20140,1,"mutuality, reciprocity",,,
